1.000000000000000000e+02,1.925697755390766304e+02,-2.214451237528967595e-02
1.500000000000000000e+02,1.925216642201508535e+02,-3.317949467133911312e-02
2.000000000000000000e+02,1.924424496076276512e+02,-4.421347609952822749e-02
2.500000000000000000e+02,1.923464860137987387e+02,-5.522977385932151956e-02
3.000000000000000000e+02,1.922741017917810780e+02,-6.645254989449045357e-02
3.500000000000000000e+02,1.920855930764329287e+02,-7.727638399423754356e-02
4.000000000000000000e+02,1.919222227455857990e+02,-8.826900597568876350e-02
4.500000000000000000e+02,1.917463009265896687e+02,-9.922413008719828398e-02
5.000000000000000000e+02,1.915478435650345830e+02,-1.102107628947978785e-01
5.500000000000000000e+02,1.913239277736091140e+02,-1.211435906310657368e-01
6.000000000000000000e+02,1.908309432590094445e+02,-1.317309043868016283e-01
6.500000000000000000e+02,1.908220949756174889e+02,-1.429224199411662788e-01
7.000000000000000000e+02,1.905426503895314738e+02,-1.537878276784402642e-01
7.500000000000000000e+02,1.902467120837112873e+02,-1.646028376157419315e-01
8.000000000000000000e+02,1.899321005802399327e+02,-1.754198580605955127e-01
8.500000000000000000e+02,1.895911609582647657e+02,-1.861684282707649352e-01
9.000000000000000000e+02,1.892438572914887516e+02,-1.968839744644683698e-01
9.500000000000000000e+02,1.888700454642051341e+02,-2.075972058412429988e-01
1.000000000000000000e+03,1.884813683061150869e+02,-2.182203196894398067e-01
1.050000000000000000e+03,1.880704382716697580e+02,-2.288310194667252107e-01
1.100000000000000000e+03,1.876528968018926093e+02,-2.394132822158198948e-01
1.150000000000000000e+03,1.872098479663165165e+02,-2.499151084663346067e-01
1.200000000000000000e+03,1.868204385765999689e+02,-2.604923867062216569e-01
1.250000000000000000e+03,1.862949589409853672e+02,-2.707673826756355484e-01
1.300000000000000000e+03,1.857925341234918619e+02,-2.811839865750175860e-01
1.350000000000000000e+03,1.852949417984821423e+02,-2.915013994290349686e-01
1.400000000000000000e+03,1.847767322525488112e+02,-3.017671425572054922e-01
1.450000000000000000e+03,1.842481089347664920e+02,-3.119620666946996690e-01
1.500000000000000000e+03,1.836957498879811794e+02,-3.221183905965842587e-01
1.550000000000000000e+03,1.831406954624270611e+02,-3.322235430050731742e-01
1.600000000000000000e+03,1.825723876621739521e+02,-3.422924929198761790e-01
1.650000000000000000e+03,1.819851930977286258e+02,-3.522626786671086974e-01
1.700000000000000000e+03,1.813891166788305043e+02,-3.622125061763054044e-01
1.750000000000000000e+03,1.807845921716491659e+02,-3.720626786745455106e-01
1.800000000000000000e+03,1.801422734851262248e+02,-3.818951984205362638e-01
1.850000000000000000e+03,1.795320420285314640e+02,-3.915926867373368814e-01
1.900000000000000000e+03,1.788924435293598378e+02,-4.013183347803263024e-01
1.950000000000000000e+03,1.782393836999635539e+02,-4.109059080067149483e-01
2.000000000000000000e+03,1.775567219533164689e+02,-4.203618970325904147e-01
2.050000000000000000e+03,1.769114486574779903e+02,-4.299492405291829855e-01
2.100000000000000000e+03,1.762357576441550009e+02,-4.393647526033834794e-01
2.150000000000000000e+03,1.755489574364434304e+02,-4.487159500721136784e-01
2.200000000000000000e+03,1.748539726698579102e+02,-4.580135829510630918e-01
2.250000000000000000e+03,1.741442966691994343e+02,-4.672195324742779987e-01
2.300000000000000000e+03,1.734398631249022174e+02,-4.764052682647941794e-01
2.350000000000000000e+03,1.727206753618543189e+02,-4.854638168131832909e-01
2.400000000000000000e+03,1.719987098744981324e+02,-4.944890477432798415e-01
2.450000000000000000e+03,1.712725546937587069e+02,-5.034300672572198376e-01
2.500000000000000000e+03,1.704850048221244379e+02,-5.122807953505402745e-01
2.550000000000000000e+03,1.697944767702151978e+02,-5.211113297699213609e-01
2.600000000000000000e+03,1.690517211845673842e+02,-5.298455018596626154e-01
2.650000000000000000e+03,1.683030598361000614e+02,-5.385334194236252037e-01
2.700000000000000000e+03,1.675441508137402877e+02,-5.471134761068564556e-01
2.750000000000000000e+03,1.667946892953025895e+02,-5.556299572738024883e-01
2.800000000000000000e+03,1.660276885821951112e+02,-5.640949838616118317e-01
2.850000000000000000e+03,1.652619254370968918e+02,-5.725018203750134038e-01
2.900000000000000000e+03,1.644940078167193178e+02,-5.808111310360918322e-01
2.950000000000000000e+03,1.637209572593574478e+02,-5.890400191957213538e-01
3.000000000000000000e+03,1.629672012722562329e+02,-5.972264745772797312e-01
3.050000000000000000e+03,1.621772529530837232e+02,-6.053121586701224466e-01
3.100000000000000000e+03,1.614007832500186908e+02,-6.133278297265214452e-01
3.150000000000000000e+03,1.606175435617049914e+02,-6.213020415069272495e-01
3.200000000000000000e+03,1.598424618435736022e+02,-6.292201043685984319e-01
3.250000000000000000e+03,1.590635817915078007e+02,-6.370681904665957962e-01
3.300000000000000000e+03,1.582762068493828167e+02,-6.447996709888598188e-01
3.350000000000000000e+03,1.575026997068594596e+02,-6.524797737546849108e-01
3.400000000000000000e+03,1.567195396048030887e+02,-6.601335114598997356e-01
3.450000000000000000e+03,1.559325406844004931e+02,-6.676751588880044386e-01
3.500000000000000000e+03,1.551584885929504765e+02,-6.751630330849781592e-01
3.550000000000000000e+03,1.543704832767230073e+02,-6.825900668174347263e-01
3.600000000000000000e+03,1.535912172087000727e+02,-6.898992418861155107e-01
3.650000000000000000e+03,1.528091912305052062e+02,-6.972265764531510035e-01
3.700000000000000000e+03,1.520311149996761060e+02,-7.044329132630319235e-01
3.750000000000000000e+03,1.512973483958142253e+02,-7.116361108730259177e-01
3.800000000000000000e+03,1.504796911425185613e+02,-7.187222838654862000e-01
3.850000000000000000e+03,1.497043912460940192e+02,-7.257080023112477685e-01
3.900000000000000000e+03,1.489236545021516349e+02,-7.326818884451113956e-01
3.950000000000000000e+03,1.481570958815760548e+02,-7.395609287226703188e-01
4.000000000000000000e+03,1.474458550038461908e+02,-7.464394137558840736e-01
4.050000000000000000e+03,1.466203276206471173e+02,-7.531756800186755196e-01
4.100000000000000000e+03,1.458502170311066664e+02,-7.598610329583412870e-01
4.150000000000000000e+03,1.450855824431732799e+02,-7.665248787772955819e-01
4.200000000000000000e+03,1.443348583998021581e+02,-7.730924077978300613e-01
4.250000000000000000e+03,1.435687228940015245e+02,-7.796706255750873726e-01
4.300000000000000000e+03,1.428127790710404099e+02,-7.861290715484444691e-01
4.350000000000000000e+03,1.420604163764292593e+02,-7.925345145513731371e-01
4.400000000000000000e+03,1.413096047210882773e+02,-7.988603371255372787e-01
4.450000000000000000e+03,1.405636456186500993e+02,-8.051325077008893993e-01
4.500000000000000000e+03,1.398229861256016591e+02,-8.114234755246022557e-01
4.550000000000000000e+03,1.390768356226298579e+02,-8.175482232062055710e-01
4.600000000000000000e+03,1.383500017430623643e+02,-8.236776092035204000e-01
4.650000000000000000e+03,1.376134032029701473e+02,-8.297238713304795343e-01
4.700000000000000000e+03,1.368812093537490000e+02,-8.357473782458781919e-01
4.750000000000000000e+03,1.361611156427200342e+02,-8.416656517456089226e-01
4.800000000000000000e+03,1.354365077872689653e+02,-8.475978243081847552e-01
4.850000000000000000e+03,1.347135899429624999e+02,-8.534177612761175702e-01
4.900000000000000000e+03,1.339992921777661650e+02,-8.591957398117247013e-01
4.950000000000000000e+03,1.332848082176286084e+02,-8.649210022114796059e-01
5.000000000000000000e+03,1.325342689847589384e+02,-8.703787969144055614e-01
5.050000000000000000e+03,1.318727663402916050e+02,-8.762714968718720021e-01
5.100000000000000000e+03,1.311759013133748510e+02,-8.818282757656558113e-01
5.150000000000000000e+03,1.304738649116906117e+02,-8.873518847651213903e-01
5.200000000000000000e+03,1.297863550619944419e+02,-8.928102065792331565e-01
5.250000000000000000e+03,1.291029246103877313e+02,-8.982547378734289101e-01
5.300000000000000000e+03,1.284148226303036893e+02,-9.036193112175937570e-01
5.350000000000000000e+03,1.277313256200351645e+02,-9.089812106877085407e-01
5.400000000000000000e+03,1.270464491000327882e+02,-9.141988490092144426e-01
5.450000000000000000e+03,1.263868109557974293e+02,-9.194724758533664444e-01
5.500000000000000000e+03,1.257189833100658944e+02,-9.248208034205461781e-01
5.550000000000000000e+03,1.250564940922222519e+02,-9.298340078427034250e-01
5.600000000000000000e+03,1.243957175439564224e+02,-9.348517658343659109e-01
5.650000000000000000e+03,1.237394713522066780e+02,-9.399957126282506570e-01
5.700000000000000000e+03,1.230893297678907459e+02,-9.449784196099537681e-01
5.750000000000000000e+03,1.224389410514290546e+02,-9.499259024878815572e-01
5.800000000000000000e+03,1.217990025012566520e+02,-9.548560941244735867e-01
5.850000000000000000e+03,1.211591096923276751e+02,-9.597790794210393495e-01
5.900000000000000000e+03,1.205265597488234732e+02,-9.645834340968222342e-01
5.950000000000000000e+03,1.198987000102349043e+02,-9.693993970140682981e-01
6.000000000000000000e+03,1.192544519865631969e+02,-9.741282012312940664e-01
6.050000000000000000e+03,1.186491009341588665e+02,-9.788628906188084899e-01
6.100000000000000000e+03,1.180347644186950191e+02,-9.834898152559115037e-01
6.150000000000000000e+03,1.174229626699028586e+02,-9.881709988964453295e-01
6.200000000000000000e+03,1.168114653524193471e+02,-9.927224876491876904e-01
6.250000000000000000e+03,1.160923812817515568e+02,-9.965655297620036324e-01
6.300000000000000000e+03,1.156098527978941064e+02,-1.001761167340236236e+00
6.350000000000000000e+03,1.150112239975927650e+02,-1.006247598828327705e+00
6.400000000000000000e+03,1.144180128881586711e+02,-1.010684013367284528e+00
6.450000000000000000e+03,1.138314834297978706e+02,-1.015059707244430731e+00
6.500000000000000000e+03,1.132533039256692859e+02,-1.019483654460866084e+00
6.550000000000000000e+03,1.126596812381734622e+02,-1.023795169481155121e+00
6.600000000000000000e+03,1.120795330568755332e+02,-1.028039139210526365e+00
6.650000000000000000e+03,1.115200076239604954e+02,-1.032330106637870948e+00
6.700000000000000000e+03,1.109629114612347820e+02,-1.036422587043670074e+00
6.750000000000000000e+03,1.103854141611865174e+02,-1.040743628084840999e+00
6.800000000000000000e+03,1.098345473233933660e+02,-1.044905101653148982e+00
6.850000000000000000e+03,1.092703507729648464e+02,-1.048983899310835577e+00
6.900000000000000000e+03,1.087206113460903509e+02,-1.053109298895597457e+00
6.950000000000000000e+03,1.081684266421365948e+02,-1.057165005636497845e+00
7.000000000000000000e+03,1.076123787905177949e+02,-1.061083680670110274e+00
